layer_id,function_id,layer_name,layer_type,function_type,i1_connect,i2_connect,input_h,input_w,input_c,kernel_h,kernel_w,kernel_c,kernel_count,stride,padding,dilation,tile_h,tile_w,pe_type,k,g,s,psum_kb,preprocess_type,preprocess_param0,preprocess_param1
12,2,res4b_2_act,activation,activation,1,4294967295,14,14,256,1,1,0,256,1,0,1,7,7,systolic,1,1,128,0,none,0,0
13,0,res5a_1_pre,elementwise,preprocess,4294967295,4294967295,14,14,256,1,1,0,256,1,0,1,7,7,systolic,1,1,128,0,zero_skipping,0,0
13,1,res5a_1,conv2d,conv2d,0,4294967295,14,14,256,3,3,256,512,2,1,1,3,7,systolic,16,1,8,0,none,0,0
13,2,res5a_1_act,activation,activation,1,4294967295,7,7,512,1,1,0,512,1,0,1,3,7,systolic,1,1,128,0,none,0,0
14,0,res5a_2_pre,elementwise,preprocess,4294967295,4294967295,7,7,512,1,1,0,512,1,0,1,3,7,systolic,1,1,128,0,zero_skipping,0,0
14,1,res5a_2,conv2d,conv2d,0,4294967295,7,7,512,3,3,512,512,1,1,1,3,7,systolic,16,1,8,0,none,0,0
14,2,res5a_2_act,activation,activation,1,4294967295,7,7,512,1,1,0,512,1,0,1,3,7,systolic,1,1,128,0,none,0,0
15,0,res5b_1_pre,elementwise,preprocess,4294967295,4294967295,7,7,512,1,1,0,512,1,0,1,3,7,systolic,1,1,128,0,zero_skipping,0,0
15,1,res5b_1,conv2d,conv2d,0,4294967295,7,7,512,3,3,512,512,1,1,1,3,7,systolic,16,1,8,0,none,0,0
15,2,res5b_1_act,activation,activation,1,4294967295,7,7,512,1,1,0,512,1,0,1,3,7,systolic,1,1,128,0,none,0,0
16,0,res5b_2_pre,elementwise,preprocess,4294967295,4294967295,7,7,512,1,1,0,512,1,0,1,3,7,systolic,1,1,128,0,zero_skipping,0,0
16,1,res5b_2,conv2d,conv2d,0,4294967295,7,7,512,3,3,512,512,1,1,1,3,7,systolic,16,1,8,0,none,0,0
16,2,res5b_2_act,activation,activation,1,4294967295,7,7,512,1,1,0,512,1,0,1,3,7,systolic,1,1,128,0,none,0,0
16,3,avgpool,pooling,pooling,2,4294967295,7,7,512,7,7,0,512,1,0,1,1,1,systolic,16,1,8,0,none,0,0
17,0,fc,fully_connected,fully_connected,4294967295,4294967295,1,1,512,1,1,512,1000,1,0,1,1,1,systolic,16,1,8,0,none,0,0
