layer_id,function_id,layer_name,layer_type,function_type,i1_connect,i2_connect,input_h,input_w,input_c,kernel_h,kernel_w,kernel_c,kernel_count,stride,padding,dilation,tile_h,tile_w,pe_type,k,g,s,psum_kb,preprocess_type,preprocess_param0,preprocess_param1
5,0,dw3_pre,elementwise,preprocess,4294967295,4294967295,56,56,24,1,1,0,24,1,0,1,16,16,systolic,1,1,12,0,zero_skipping,0,0
5,1,dw3,depthwise_conv2d,depthwise_conv2d,0,4294967295,56,56,24,3,3,24,24,2,1,1,16,16,systolic,9,1,12,0,none,0,0
5,2,dw3_act,activation,activation,1,4294967295,28,28,24,1,1,0,24,1,0,1,16,16,systolic,1,1,12,0,none,0,0
6,0,pw3_pre,elementwise,preprocess,4294967295,4294967295,28,28,24,1,1,0,24,1,0,1,16,16,systolic,1,1,12,0,zero_skipping,0,0
6,1,pw3,conv2d,conv2d,0,4294967295,28,28,24,1,1,24,32,1,0,1,16,16,systolic,16,1,8,0,none,0,0
6,2,pw3_act,activation,activation,1,4294967295,28,28,32,1,1,0,32,1,0,1,16,16,systolic,1,1,16,0,none,0,0
7,0,dw4_pre,elementwise,preprocess,4294967295,4294967295,28,28,32,1,1,0,32,1,0,1,16,16,systolic,1,1,16,0,zero_skipping,0,0
7,1,dw4,depthwise_conv2d,depthwise_conv2d,0,4294967295,28,28,32,3,3,32,32,1,1,1,16,16,systolic,9,1,14,0,none,0,0
7,2,dw4_act,activation,activation,1,4294967295,28,28,32,1,1,0,32,1,0,1,16,16,systolic,1,1,16,0,none,0,0
8,0,pw4_pre,elementwise,preprocess,4294967295,4294967295,28,28,32,1,1,0,32,1,0,1,16,16,systolic,1,1,16,0,zero_skipping,0,0
8,1,pw4,conv2d,conv2d,0,4294967295,28,28,32,1,1,32,64,1,0,1,16,16,systolic,16,1,8,0,none,0,0
8,2,pw4_act,activation,activation,1,4294967295,28,28,64,1,1,0,64,1,0,1,16,16,systolic,1,1,32,0,none,0,0
9,0,dw5_pre,elementwise,preprocess,4294967295,4294967295,14,14,64,1,1,0,64,1,0,1,14,14,systolic,1,1,32,0,zero_skipping,0,0
9,1,dw5,depthwise_conv2d,depthwise_conv2d,0,4294967295,14,14,64,3,3,64,64,1,1,1,14,14,systolic,9,1,14,0,none,0,0
9,2,dw5_act,activation,activation,1,4294967295,14,14,64,1,1,0,64,1,0,1,14,14,systolic,1,1,32,0,none,0,0
10,0,pw5_pre,elementwise,preprocess,4294967295,4294967295,14,14,64,1,1,0,64,1,0,1,14,14,systolic,1,1,32,0,zero_skipping,0,0
10,1,pw5,conv2d,conv2d,0,4294967295,14,14,64,1,1,64,96,1,0,1,14,14,systolic,16,1,8,0,none,0,0
10,2,pw5_act,activation,activation,1,4294967295,14,14,96,1,1,0,96,1,0,1,14,14,systolic,1,1,48,0,none,0,0
11,0,dw6_pre,elementwise,preprocess,4294967295,4294967295,14,14,96,1,1,0,96,1,0,1,14,14,systolic,1,1,48,0,zero_skipping,0,0
11,1,dw6,depthwise_conv2d,depthwise_conv2d,0,4294967295,14,14,96,3,3,96,96,2,1,1,7,7,systolic,9,1,14,0,none,0,0
11,2,dw6_act,activation,activation,1,4294967295,7,7,96,1,1,0,96,1,0,1,7,7,systolic,1,1,48,0,none,0,0
12,0,pw6_pre,elementwise,preprocess,4294967295,4294967295,7,7,96,1,1,0,96,1,0,1,7,7,systolic,1,1,48,0,zero_skipping,0,0
12,1,pw6,conv2d,conv2d,0,4294967295,7,7,96,1,1,96,160,1,0,1,7,7,systolic,16,1,8,0,none,0,0
12,2,pw6_act,activation,activation,1,4294967295,7,7,160,1,1,0,160,1,0,1,7,7,systolic,1,1,80,0,none,0,0
13,0,dw7_pre,elementwise,preprocess,4294967295,4294967295,7,7,160,1,1,0,160,1,0,1,7,7,systolic,1,1,80,0,zero_skipping,0,0
13,1,dw7,depthwise_conv2d,depthwise_conv2d,0,4294967295,7,7,160,3,3,160,160,1,1,1,7,7,systolic,9,1,14,0,none,0,0
13,2,dw7_act,activation,activation,1,4294967295,7,7,160,1,1,0,160,1,0,1,7,7,systolic,1,1,80,0,none,0,0
14,0,pw7_pre,elementwise,preprocess,4294967295,4294967295,7,7,160,1,1,0,160,1,0,1,7,7,systolic,1,1,80,0,zero_skipping,0,0
14,1,pw7,conv2d,conv2d,0,4294967295,7,7,160,1,1,160,320,1,0,1,7,7,systolic,16,1,8,0,none,0,0
14,2,pw7_act,activation,activation,1,4294967295,7,7,320,1,1,0,320,1,0,1,7,7,systolic,1,1,128,0,none,0,0
15,0,conv_last_pre,elementwise,preprocess,4294967295,4294967295,7,7,320,1,1,0,320,1,0,1,7,7,systolic,1,1,128,0,zero_skipping,0,0
15,1,conv_last,conv2d,conv2d,0,4294967295,7,7,320,1,1,320,1280,1,0,1,3,7,systolic,16,1,8,0,none,0,0
15,2,conv_last_act,activation,activation,1,4294967295,7,7,1280,1,1,0,1280,1,0,1,3,3,systolic,1,1,128,0,none,0,0
15,3,pool_last,pooling,pooling,2,4294967295,7,7,1280,7,7,0,1280,1,0,1,1,1,systolic,16,1,8,0,none,0,0
16,0,fc,fully_connected,fully_connected,4294967295,4294967295,1,1,1280,1,1,1280,1000,1,0,1,1,1,systolic,16,1,8,0,none,0,0
